"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ID3",4.55218293254459e-29,0.803930637821318,0.341,0.171,1.07813900574386e-24
"AOAH",5.68851074650888e-29,0.759621730868046,0.359,0.173,1.34726688520316e-24
"DNASE1",5.88974729047862e-29,0.79979484837729,0.781,0.668,1.39492774827696e-24
"CD28",6.49950506279599e-29,1.04335087981386,0.541,0.346,1.5393427790726e-24
"OGT",6.91980996425375e-29,0.921869027022566,0.799,0.698,1.63888779193386e-24
"USP9Y",7.28526714103394e-29,1.67905535838843,0.334,0.16,1.72544266968248e-24
"TAF5L",7.3604468259275e-29,1.80759921412872,0.345,0.176,1.74324822625267e-24
"TAGAP",1.69068205308014e-28,0.892194339171152,0.547,0.343,4.004211374515e-24
"ARHGAP30",1.75385221451209e-28,1.07610137890027,0.539,0.333,4.15382358485044e-24
"PPP2R5C",2.09894556662205e-28,1.27951113824681,0.729,0.578,4.97114267998767e-24
"NFATC1",2.12526552210897e-28,1.38939853812732,0.405,0.226,5.03347886256288e-24
"SLC25A15",2.5450644313617e-28,0.646294009807561,0.841,0.748,6.02773059923705e-24
"TRIM59",2.6580540192268e-28,1.36734233322488,0.791,0.657,6.29533513913676e-24
"RABGAP1L",3.26839720710647e-28,1.18956342363473,0.784,0.658,7.74087194531095e-24
"SMG1P1",3.4396655464684e-28,1.12574928448259,0.761,0.614,8.14650388025576e-24
"VOPP1",3.59619013677549e-28,1.54171013909078,0.391,0.214,8.51721671993907e-24
"UCP2",4.58294642460754e-28,0.8709561043381,0.684,0.505,1.08542503120405e-23
"MAPK13",5.12705135839851e-28,1.2698344915172,0.872,0.809,1.2142908437231e-23
"PSD4",5.73910738192303e-28,1.18953015765757,0.383,0.2,1.35925019233465e-23
"ELF1",5.80522226759131e-28,1.18429055769222,0.74,0.6,1.37490884185633e-23
"RFTN1",1.00378932345759e-27,1.35840293504947,0.429,0.244,2.37737463367695e-23
"PIP4K2A",1.39213465600263e-27,0.577740053171942,0.802,0.681,3.29713171927664e-23
"SMG1",1.95779663597254e-27,1.40847202858887,0.865,0.781,4.63684555263737e-23
"ZNF80",2.22260530173697e-27,2.57170316183448,0.615,0.43,5.26401839663383e-23
"FAM105B",3.97230649943987e-27,1.66683733767474,0.684,0.513,9.40801071327338e-23
"P2RY10",6.20176073787478e-27,1.11296271076582,0.356,0.18,1.46882501315826e-22
"IFNLR1",6.71161316180849e-27,0.618270604717354,0.858,0.812,1.58957846124272e-22
"SYNRG",7.12244793557348e-27,1.00429983157503,0.837,0.717,1.68688056906122e-22
"ANKRD32",8.59293361928462e-27,1.82481765851403,0.321,0.168,2.03515039839137e-22
"ZNF831",9.61727894349045e-27,1.02666367359337,0.258,0.109,2.27775634497628e-22
"RGPD2",1.64387027518018e-26,1.0752415420571,0.33,0.168,3.89334235973674e-22
"LOC339166",1.80466575558667e-26,1.00957128907859,0.584,0.4,4.27417037553146e-22
"FGD3",4.82639277870925e-26,1.11290854302991,0.454,0.263,1.1430828657095e-21
"IL12RB1",5.45339573466882e-26,1.08108059495526,0.885,0.798,1.29158224579896e-21
"OSBPL3",5.74018433598835e-26,1.45141529143855,0.507,0.345,1.35950525813548e-21
"MYO1F",6.42463083520369e-26,1.04538182450513,0.437,0.249,1.52160956700964e-21
"PECAM1",9.07061888210554e-26,0.749896079466394,0.729,0.566,2.14828537603788e-21
"CCSER2",1.2353480554616e-25,1.64955638174077,0.763,0.621,2.92579833455526e-21
"PSMB10",1.30956080860597e-25,1.04410617942081,0.64,0.506,3.10156381910238e-21
"LAX1",1.33404251617209e-25,1.29670811432966,0.633,0.45,3.15954629530197e-21
"MYO1G",1.59587299507563e-25,1.16826953808272,0.376,0.201,3.77966560153713e-21
"ARHGAP25",1.82863279715298e-25,0.726599320084523,0.492,0.295,4.33093391677711e-21
"SAMSN1",2.17479247171523e-25,1.02237439025944,0.444,0.249,5.15077849001036e-21
"STK17A",2.29025263074389e-25,1.31143001149624,0.507,0.343,5.42423433065383e-21
"LOC100271836",2.91922514167174e-25,1.29095450108824,0.511,0.355,6.91389282553535e-21
"PSME2",3.27935949431704e-25,0.969300239299393,0.725,0.644,7.76683502634048e-21
"IRF1",6.05518445894795e-25,0.791343575099866,0.972,0.945,1.43410988725723e-20
"SELPLG",1.53279618535786e-24,0.523975965222863,0.514,0.307,3.63027448540155e-20
"ANO9",1.55601211445168e-24,1.20008277679371,0.268,0.122,3.68525909186737e-20
"ANKLE1",2.23751722858902e-24,0.687883491591422,0.816,0.695,5.29933580419022e-20
"AP4B1-AS1",2.35068223293751e-24,0.618619708060797,0.707,0.575,5.56735580048921e-20
"LRBA",2.93248272584035e-24,1.73741901801007,0.497,0.336,6.94529208788029e-20
"FBXL18",3.73206245201111e-24,0.516115572305003,0.912,0.88,8.83901671134312e-20
"SLFN5",4.08149152847121e-24,1.17665603128178,0.595,0.43,9.66660453603122e-20
"ZBTB38",4.95691492220812e-24,1.64637796625698,0.647,0.51,1.17399573017577e-19
"RHOH",5.72218889795184e-24,0.592901934794038,0.567,0.356,1.35524321859091e-19
"HSP90AA1",1.02116339233844e-23,1.05159055738614,0.961,0.91,2.41852337841437e-19
"SFXN1",1.13100347112645e-23,1.53840560324258,0.772,0.671,2.67866862101588e-19
"BTN3A3",1.17458864502797e-23,1.55576772690378,0.43,0.264,2.78189574688425e-19
"PDE4D",1.38308631556502e-23,1.24136413404352,0.515,0.357,3.27570162978419e-19
"ETS1",1.38361628436542e-23,0.943940677501238,0.627,0.447,3.27695680789105e-19
"S100PBP",1.47748136062481e-23,1.89719360803173,0.668,0.539,3.49926685450379e-19
"MLLT3",2.10774071476364e-23,0.820472484319469,0.344,0.185,4.9919731088462e-19
"AKAP13",2.73600768014138e-23,0.962306673210009,0.802,0.741,6.47996058964686e-19
"SNX20",3.37248827860033e-23,1.23748939014836,0.471,0.3,7.98740123903702e-19
"LY9",3.81946293862673e-23,0.627612440703977,0.429,0.254,9.04601602384354e-19
"FNBP1",4.07185992861212e-23,0.794660752828055,0.806,0.653,9.64379305492495e-19
"ICAM3",4.22898318635613e-23,0.942479621607908,0.517,0.354,1.00159237785659e-18
"XIAP",4.50462539593938e-23,0.508201523854961,0.972,0.946,1.06687547877428e-18
"ST8SIA4",7.30002012717862e-23,1.22377184602889,0.809,0.686,1.72893676692099e-18
"GLUD1P7",1.32887495682598e-22,0.58622333925222,0.811,0.746,3.14730744774666e-18
"PSMB8",1.55136069743668e-22,1.0327643853744,0.721,0.62,3.67424267580903e-18
"NFATC2",1.70636935248534e-22,0.840050261381894,0.496,0.315,4.04136517442627e-18
"HLA-J",1.83142351432383e-22,0.509326819205581,0.848,0.643,4.33754345132457e-18
"STX11",1.94423487039188e-22,1.90909896364379,0.661,0.494,4.60472586703614e-18
"ATP6V0A2",2.97871341980142e-22,1.71581243158456,0.777,0.66,7.05478486345768e-18
"STK4",3.21717611818392e-22,0.854882845142888,0.93,0.891,7.61955991830679e-18
"PRKCQ",3.89721951630242e-22,1.04162114485989,0.311,0.16,9.23017470241065e-18
"C14orf23",4.49368137451505e-22,0.626011282001508,0.719,0.561,1.06428349674014e-17
"ZSCAN22",5.24789898935167e-22,0.522793055491422,0.806,0.705,1.24291239663805e-17
"DDX5",8.64635696360345e-22,0.628353718933438,0.987,0.977,2.04780318325984e-17
"PCNXL2",1.36406717382946e-21,1.89392090224463,0.321,0.175,3.2306566944977e-17
"NSFP1",1.43975371935185e-21,2.00240367481711,0.27,0.14,3.40991270891293e-17
"TNFSF14",1.44878763329954e-21,1.60752774583472,0.726,0.599,3.43130863070664e-17
"ITGB2-AS1",1.50303446494442e-21,0.888902413405557,0.363,0.205,3.55978682677437e-17
"LMOD3",1.71238101248826e-21,0.622403224428552,0.682,0.574,4.0556031899772e-17
"F2R",1.82365481506051e-21,1.44024109206147,0.796,0.679,4.3191440639893e-17
"MAPRE2",2.37080424723194e-21,1.44871228174766,0.627,0.487,5.61501277914412e-17
"IL21R-AS1",2.43882067518081e-21,0.917981545571525,0.545,0.372,5.77610288709824e-17
"OAS2",2.63805726666575e-21,1.28054281666011,0.483,0.325,6.24797483037116e-17
"KDM5D",3.14716334368146e-21,1.83891627140297,0.366,0.215,7.45374166317517e-17
"CADM1",3.1817014145265e-21,1.36535321914039,0.346,0.206,7.53554163016457e-17
"FERMT3",3.3071168168474e-21,0.94706130940635,0.416,0.252,7.83257546902139e-17
"UBASH3B",3.4009041704548e-21,2.23798956395394,0.353,0.205,8.05470143730514e-17
"RNF166",4.70904142140206e-21,0.954712852005239,0.406,0.251,1.11528937024487e-16
"REXO1L1",7.45728113661672e-21,0.503382455058208,0.972,0.954,1.7661824643963e-16
"ARHGEF3",7.73851321615974e-21,1.54702675606546,0.432,0.284,1.83278947011527e-16
"DTX2P1-UPK3BP1-PMS2P11",8.62332718910705e-21,1.60547530717916,0.278,0.146,2.04234881146811e-16
"LITAF",1.30867342632151e-20,1.85844989149428,0.648,0.598,3.09946214289988e-16
"SRSF7",1.32832797925761e-20,1.0953361281662,0.739,0.668,3.14601198607373e-16
"ZG16",1.68259258228238e-20,0.621944104850497,0.423,0.244,3.98505227187759e-16
"PDE3B",1.8668502296323e-20,1.82743120512574,0.341,0.198,4.42144808386114e-16
"TMC5",2.01737671393997e-20,0.511608887404477,0.585,0.421,4.77795500929543e-16
"IKZF2",2.10015343088663e-20,1.30156408544989,0.26,0.129,4.9740033857119e-16
"RGS3",2.37482365877226e-20,1.8111637332988,0.348,0.202,5.62453235343622e-16
"IDH2",2.57732710390209e-20,1.77100533513951,0.462,0.34,6.10414151288171e-16
"PARP15",2.63593498241484e-20,0.55605307595562,0.427,0.251,6.2429484123513e-16
"ETNK1",3.01430755497455e-20,1.19459038865643,0.708,0.638,7.13908601320173e-16
"LPXN",3.11225978693639e-20,1.12137988807593,0.527,0.373,7.37107607938014e-16
"ARGLU1",3.38297342000911e-20,0.600859436635579,0.877,0.787,8.01223424794958e-16
"CD82",3.91267579666492e-20,1.23137415084264,0.867,0.77,9.2667813568212e-16
"GVINP1",4.36683139135554e-20,0.931058045940343,0.682,0.523,1.03424034672865e-15
"TC2N",7.04867140650489e-20,0.957910228743394,0.434,0.273,1.66940733591662e-15
"PGAM1",7.07907945822638e-20,1.15018971783845,0.656,0.583,1.67660917888634e-15
"GIMAP2",9.52673289391684e-20,1.02503239810006,0.353,0.207,2.25631141859526e-15
"FABP5",1.10219986966694e-19,0.979087317481975,0.546,0.409,2.61045017131918e-15
"SPDYE1",1.10579868962898e-19,0.985747573909227,0.552,0.417,2.61897361651727e-15
"PLEKHG2",1.33636400790309e-19,0.846622368706004,0.878,0.805,3.16504451631768e-15
"INPP5D",1.35680231973594e-19,0.663045306081075,0.567,0.379,3.2134506140626e-15
"IKZF1",1.47823561811089e-19,0.755330076184539,0.515,0.338,3.50105323793383e-15
"TXLNG2P",1.7673002044549e-19,1.07272332947532,0.384,0.227,4.18567380423098e-15
"UBE2L6",1.7732678827e-19,1.22772471925802,0.613,0.538,4.19980765338667e-15
"RASSF1",1.78047038486637e-19,1.60392125139102,0.437,0.297,4.21686605951751e-15
"IRF9",1.92786958867392e-19,1.48305468771861,0.61,0.5,4.5659663338153e-15
"SCML4",2.08963754254667e-19,0.648141199922405,0.77,0.64,4.94909755576754e-15
"ZFP36L1",2.11482102047891e-19,0.502557135752214,0.93,0.849,5.00874210490226e-15
"LOC729603",2.20446197479605e-19,0.925121754457391,0.772,0.671,5.22104774110698e-15
"PTPRJ",2.23952590804059e-19,1.647989140285,0.765,0.661,5.30409316060334e-15
"EVI2A",2.31489856030496e-19,1.05836663070357,0.494,0.343,5.48260575022627e-15
"ISG20",2.33170069777412e-19,0.669441441460065,0.61,0.442,5.52239993260822e-15
"SCN2B",2.49860011488746e-19,0.503449294023168,0.432,0.265,5.91768451209947e-15
"TXNDC11",3.62071803607763e-19,2.0602082373291,0.337,0.195,8.57530859664627e-15
"ARID4B",3.98717867380608e-19,1.04141784413582,0.721,0.632,9.44323397104231e-15
"LOC613037",4.43303641756641e-19,0.933704755120491,0.753,0.659,1.04992034513643e-14
"SPTAN1",4.77841099675917e-19,1.3785717508017,0.642,0.535,1.13171886047244e-14
"E2F3",5.17963297991641e-19,1.39714612647274,0.342,0.203,1.2267442749634e-14
"BUB3",5.21098328349006e-19,1.12570778807654,0.599,0.505,1.23416928086179e-14
"SLC4A8",6.90770182721748e-19,0.540686612675677,0.888,0.829,1.63602010075819e-14
"SP100",8.68806413573152e-19,0.621415118447148,0.976,0.952,2.05768110990665e-14
"LOC100506023",9.76090003658029e-19,0.528213301540919,0.856,0.789,2.31177156466367e-14
"FAT3",1.10475477834379e-18,0.705403495416639,0.677,0.544,2.61650121702944e-14
"ABCA2",1.21370778853309e-18,2.28319978647181,0.339,0.204,2.87454552636176e-14
"GNG4",1.67261642590659e-18,1.36525805126912,0.824,0.773,3.96142474311716e-14
"AVPR1A",2.4383106893679e-18,1.23103622534157,0.465,0.3,5.77489503669895e-14
"KIAA0825",2.53523642031864e-18,1.98611696181483,0.591,0.446,6.00445393788267e-14
"SPRY2",2.62654058129134e-18,2.35630515510276,0.3,0.177,6.22069871273041e-14
"HAVCR1",3.8083342793028e-18,3.72669257669117,0.311,0.178,9.01965890710075e-14
"LOC388692",3.80934005233638e-18,0.841652310172796,0.742,0.623,9.02204097995349e-14
"LRRFIP2",5.0527897077713e-18,0.5885101410432,0.127,0.293,1.19670271438855e-13
"PIK3CG",5.54745960160356e-18,0.868916006164521,0.37,0.222,1.31386033204379e-13
"MTFR1L",6.03188563255942e-18,0.507810572021563,0.138,0.315,1.42859179321537e-13
"MGEA5",6.35565763613436e-18,0.777433492291151,0.677,0.574,1.50527395454206e-13
"SAMD9",7.93355636939353e-18,1.31459038048833,0.388,0.254,1.87898349052716e-13
"CHMP2B",8.52956947278843e-18,0.658501322279347,0.152,0.332,2.02014323393521e-13
"LOC91948",8.99728184249017e-18,0.554641886642031,0.834,0.769,2.13091623157537e-13
"IL10",1.28192503178847e-17,0.552645745866572,0.77,0.662,3.03611124528782e-13
"CD2BP2",1.34349743499508e-17,1.66940571100395,0.51,0.42,3.18193932504234e-13
"RPS4Y1",1.43054714478199e-17,0.511511746110575,0.622,0.444,3.38810785770167e-13
"PRKY",1.53720979856781e-17,0.919280223161059,0.521,0.368,3.64072768692801e-13
"ANXA6",1.54468907297006e-17,0.831361327454841,0.659,0.569,3.65844160042229e-13
"LOC727896",1.59407332586881e-17,0.58206942615511,0.796,0.707,3.77540326498769e-13
"MBNL1",1.82293800997255e-17,0.530843810658135,0.895,0.859,4.317446382819e-13
"RRN3P2",2.43651713801331e-17,1.24082336519605,0.328,0.197,5.77064718967072e-13
"TUBA4A",2.73741459129668e-17,0.580437864735319,0.411,0.26,6.48329271802707e-13
"NEK5",3.69442018272175e-17,0.637133398694444,0.781,0.734,8.7498647607582e-13
"UNC13D",3.86211348239482e-17,1.1725147299354,0.324,0.19,9.1470295717039e-13
"BTLA",3.94379613108648e-17,0.739250194122715,0.281,0.152,9.34048675686521e-13
"CLEC2B",4.17134882401048e-17,0.950408457998901,0.51,0.375,9.87942255478643e-13
"CLIC1",4.32945352288148e-17,0.583583642975219,0.796,0.752,1.02538777235925e-12
"OPRK1",4.47777362682928e-17,0.804143810588407,0.476,0.313,1.06051590577825e-12
"NUAK2",5.07115581656086e-17,0.620753712127983,0.721,0.632,1.20105254359427e-12
"NAP1L4",5.32397026783215e-17,1.43096935987097,0.649,0.569,1.26092911823337e-12
"EPSTI1",5.69952851875818e-17,1.07771044909545,0.355,0.217,1.34987633438269e-12
"TNS3",6.25696957954666e-17,0.842736100325204,0.152,0.325,1.48190067521983e-12
"ZNF506",1.5167247635341e-16,1.26051544486058,0.708,0.542,3.59221092995416e-12
"GIMAP1",1.5564188950843e-16,0.743069011715364,0.556,0.401,3.68622251111765e-12
"MYH9",1.88640733632466e-16,0.690949615952195,0.841,0.82,4.46776713535131e-12
"SLC44A4",2.16261343129609e-16,0.518813244877297,0.541,0.397,5.12193365068165e-12
"LOC374443",2.28655507437845e-16,1.17893472077836,0.515,0.392,5.41547703815793e-12
"CEP104",2.43766078525223e-16,0.500921633010091,0.887,0.826,5.77335580379138e-12
"DZIP3",2.61993759645106e-16,1.66248516613275,0.703,0.599,6.20506020343469e-12
"MCL1",3.34501419371209e-16,1.14134581118025,0.676,0.609,7.92233161638771e-12
"CECR1",3.5275955582038e-16,0.588822300033377,0.793,0.674,8.35475732004989e-12
"PIK3CD",4.05718056198767e-16,1.1360923110084,0.827,0.751,9.60902644301160e-12
"ZNF528",4.67206791186716e-16,0.934050897801513,0.721,0.599,1.10653256424662e-11
"GMFG",6.34693750636861e-16,0.562209450614611,0.557,0.393,1.50320867900834e-11
"PLCB2",7.35606340026105e-16,1.14891063877561,0.328,0.197,1.74221005571783e-11
"RBL2",8.86758057574678e-16,0.998871078996356,0.603,0.494,2.10019778355987e-11
"PDCD4",9.30677284669567e-16,1.02282957539563,0.75,0.671,2.2042160810114e-11
"MAT2B",1.08618445177824e-15,1.04304636107163,0.694,0.629,2.57251925559158e-11
"LOC595101",1.10496359206538e-15,1.84642619121109,0.309,0.193,2.61699577144764e-11
"APBB1IP",1.19213852526147e-15,0.638399443581248,0.418,0.268,2.82346088322926e-11
"LASP1",1.4574050456994e-15,1.18099750618627,0.561,0.462,3.45171811023446e-11
"UTRN",1.5022310239791e-15,0.706329878970619,0.704,0.626,3.55788395719211e-11
"CSK",1.58510459796123e-15,0.769868834137744,0.476,0.342,3.75416172981138e-11
"IYD",1.81773488602951e-15,0.653413510790371,0.493,0.341,4.30512330407229e-11
"TCIRG1",1.83247203210827e-15,1.11621034078759,0.518,0.406,4.34002676084522e-11
"SEPT7",2.06849327811531e-15,1.07684645650913,0.792,0.758,4.89901947988831e-11
"C6orf62",2.1860400844708e-15,0.722854546046625,0.895,0.885,5.17741733606065e-11
"NLRP1",3.27499724073576e-15,1.10483096608102,0.429,0.289,7.75650346495858e-11
"UBA7",3.37794759980754e-15,1.32281950461302,0.453,0.336,8.00033109538418e-11
"CCDC69",3.81906517213998e-15,1.25715505920487,0.696,0.561,9.04507395369634e-11
"ZNF737",4.01305383210661e-15,1.01751965875862,0.845,0.779,9.50451669596128e-11
"MCF2L2",4.05071550823459e-15,0.531217781064494,0.619,0.481,9.5937146097028e-11
"DDX3Y",4.74910011301833e-15,1.88614392667828,0.387,0.267,1.12477687076726e-10
"HTATSF1",4.89660869870046e-15,0.797362409315025,0.141,0.305,1.15971280420022e-10
"NPAP1",5.1617912304566e-15,0.59243801015594,0.701,0.626,1.22251863502134e-10
"DOCK11",5.59738162714862e-15,0.931956825498952,0.355,0.227,1.32568386457388e-10
"LBR",6.35943493736381e-15,1.36076735770577,0.44,0.326,1.50616857056524e-10
"CALM3",6.81528508606844e-15,0.909242001329715,0.659,0.534,1.61413211978445e-10
"RAPGEF6",7.3949613379384e-15,1.10783980465827,0.566,0.466,1.75142264327733e-10
"IL16",8.31246902515883e-15,1.03268100679919,0.582,0.485,1.96872516391862e-10
"ARPC5L",8.38052997039059e-15,1.57850321412205,0.461,0.361,1.98484471818731e-10
"LAYN",8.56058498261206e-15,1.77439045611018,0.278,0.164,2.02748894728184e-10
"FAM105A",9.85173173622686e-15,1.34091018443126,0.372,0.229,2.33328414440797e-10
"IRF2",1.14315422340437e-14,1.29878487325155,0.501,0.399,2.70744646271091e-10
"MLL",1.18199409577007e-14,1.15934908716077,0.609,0.511,2.79943481642183e-10
"CROCCP3",1.31813238625101e-14,0.56231432778472,0.737,0.647,3.12186474359689e-10
"PEX19",1.38876654636385e-14,0.507377297079383,0.149,0.3,3.28915468840814e-10
"NCKAP1L",1.51595678513111e-14,0.708611767602974,0.466,0.32,3.59039204990451e-10
"DUSP1",1.6433367020195e-14,0.869485314702306,0.804,0.777,3.89207864506297e-10
"KLHL28",1.72778520560479e-14,1.41060466659485,0.719,0.625,4.09208648095440e-10
"MMS22L",1.76739726892376e-14,0.722781949979717,0.712,0.633,4.18590369171903e-10
"ZNF329",2.00278620627073e-14,0.730356995660658,0.77,0.651,4.74339885093159e-10
"MTX3",2.02167908000672e-14,0.97910775710959,0.8,0.715,4.78814473308791e-10
"APMAP",2.04600699677849e-14,1.42955965589327,0.541,0.445,4.84576297117017e-10
"VDR",2.63261074467241e-14,1.57674105479229,0.394,0.256,6.23507528768213e-10
"NOL11",2.91392409484666e-14,0.529053792545537,0.148,0.301,6.90133782623482e-10
"HMGXB3",3.08713792722677e-14,0.50176435806329,0.191,0.351,7.31157746684388e-10
"ARF6",3.13381837433058e-14,1.23567637066944,0.631,0.548,7.42213543776455e-10
"PRKACB",3.54421728759797e-14,1.04716957826119,0.536,0.428,8.39412422394702e-10
"APOL6",3.57808766996452e-14,0.648807750730878,0.904,0.824,8.47434283754396e-10
"CREM",3.79356951689992e-14,1.0194610714921,0.483,0.361,8.98469004382577e-10
"KIAA0226",3.9985370287186e-14,0.695233610080696,0.846,0.765,9.47013509881714e-10
"DDX26B",4.11011069779062e-14,1.67170085675709,0.27,0.162,9.7343861766473e-10
"PREX1",4.43894056826715e-14,0.916144725010398,0.466,0.328,1.05131868418839e-09
"TSHZ2",4.61029019388461e-14,1.69602023421588,0.644,0.52,1.09190112951963e-09
"JAKMIP2",5.45761816875567e-14,1.82279799877623,0.577,0.457,1.29258228708809e-09
"GTF2H2C",6.20022967211136e-14,0.706704676882299,0.707,0.594,1.46846239554286e-09
"GMDS",6.87488443822203e-14,1.61652110848762,0.344,0.229,1.62824763034851e-09
"CCL16",7.89703183994685e-14,0.608522022150771,0.7,0.551,1.87033302097301e-09
"ACBD6",7.98810896012694e-14,0.50034349145791,0.141,0.29,1.89190372611646e-09
"MAP3K9",8.04620182652174e-14,0.768124693069364,0.645,0.526,1.90566244059341e-09
"USP24",8.24697757032646e-14,1.21458166434637,0.48,0.359,1.95321416775612e-09
"CNBP",9.57260782943416e-14,0.672649274428094,0.968,0.971,2.26717643832319e-09
"LIMS1",9.64887695187265e-14,1.25405465616301,0.916,0.883,2.28524001728152e-09
"KIAA1671",1.01792659736636e-13,1.83032911241639,0.462,0.323,2.41085735320249e-09
"SLC7A6",1.06722988276082e-13,1.07371891079284,0.517,0.402,2.52762725433073e-09
"GBP3",1.0800245493362e-13,1.9052242691732,0.289,0.173,2.55793014264786e-09
"ECT2",1.13801705649111e-13,0.864349355389442,0.669,0.568,2.69527959659354e-09
"CERKL",1.32932041722383e-13,1.1372179748159,0.263,0.154,3.14836247615293e-09
"GPR56",1.37011434960392e-13,1.02261703844117,0.599,0.44,3.24497882560192e-09
"ROCK1",1.38334118171951e-13,1.48233772801093,0.606,0.55,3.27630525478449e-09
"STAMBPL1",1.54329458581336e-13,1.11976451138663,0.304,0.186,3.65513889704035e-09
"GTF2E1",2.05143399664894e-13,0.628059479796915,0.693,0.616,4.85861627766335e-09
